0,995,5,0
1,993,7,0
2,989,11,0
3,981,19,0
4,953,47,0
5,913,83,4
6,850,142,8
7,761,214,25
8,699,246,55
9,627,278,95
10,592,279,129
11,532,287,181
12,491,278,231
13,456,266,278
14,436,222,342
15,423,179,398
16,407,162,431
17,393,140,467
18,382,123,495
19,372,110,518
20,366,93,541
21,362,80,558
22,358,69,573
23,354,64,582
24,351,56,593
25,346,49,605
26,344,40,616
27,343,33,624
28,342,27,631
29,341,24,635
30,341,21,638
31,340,17,643
32,340,15,645
33,339,13,648
34,338,12,650
35,338,8,654
36,336,10,654
37,336,10,654
38,336,10,654
39,336,10,654
40,335,9,656
41,334,9,657
42,334,6,660
43,334,5,661
44,333,5,662
45,332,6,662
46,332,5,663
47,331,4,665
48,330,5,665
49,330,4,666
50,330,4,666
51,330,1,669
52,330,1,669
53,330,0,670
54,330,0,670
55,330,0,670
56,330,0,670
57,330,0,670
58,330,0,670
59,330,0,670
60,330,0,670
61,330,0,670
62,330,0,670
63,330,0,670
64,330,0,670
65,330,0,670
66,330,0,670
67,330,0,670
68,330,0,670
69,330,0,670
70,330,0,670
71,330,0,670
72,330,0,670
73,330,0,670
74,330,0,670
75,330,0,670
76,330,0,670
77,330,0,670
78,330,0,670
79,330,0,670
80,330,0,670
81,330,0,670
82,330,0,670
83,330,0,670
84,330,0,670
85,330,0,670
86,330,0,670
87,330,0,670
88,330,0,670
89,330,0,670
90,330,0,670
91,330,0,670
92,330,0,670
93,330,0,670
94,330,0,670
95,330,0,670
96,330,0,670
97,330,0,670
98,330,0,670
99,330,0,670
0,995,5,0
1,993,7,0
2,989,11,0
3,981,19,0
4,953,47,0
5,913,83,4
6,850,142,8
7,761,214,25
8,699,246,55
9,627,278,95
10,592,279,129
11,532,287,181
12,491,278,231
13,456,266,278
14,436,222,342
15,423,179,398
16,407,162,431
17,393,140,467
18,382,123,495
19,372,110,518
20,366,93,541
21,362,80,558
22,358,69,573
23,354,64,582
24,351,56,593
25,346,49,605
26,344,40,616
27,343,33,624
28,342,27,631
29,341,24,635
30,341,21,638
31,340,17,643
32,340,15,645
33,339,13,648
34,338,12,650
35,338,8,654
36,336,10,654
37,336,10,654
38,336,10,654
39,336,10,654
40,335,9,656
41,334,9,657
42,334,6,660
43,334,5,661
44,333,5,662
45,332,6,662
46,332,5,663
47,331,4,665
48,330,5,665
49,330,4,666
50,330,4,666
51,330,1,669
52,330,1,669
53,330,0,670
54,330,0,670
55,330,0,670
56,330,0,670
57,330,0,670
58,330,0,670
59,330,0,670
60,330,0,670
61,330,0,670
62,330,0,670
63,330,0,670
64,330,0,670
65,330,0,670
66,330,0,670
67,330,0,670
68,330,0,670
69,330,0,670
70,330,0,670
71,330,0,670
72,330,0,670
73,330,0,670
74,330,0,670
75,330,0,670
76,330,0,670
77,330,0,670
78,330,0,670
79,330,0,670
