0,996,4
1,993,7
2,991,9
3,987,13
4,981,19
5,975,25
6,968,32
7,954,46
8,944,56
9,933,67
10,916,84
11,899,101
12,866,134
13,831,169
14,799,201
15,761,239
16,711,289
17,665,335
18,627,373
19,583,417
20,537,463
21,485,515
22,448,552
23,406,594
24,365,635
25,329,671
26,298,702
27,283,717
28,255,745
29,222,778
30,194,806
31,169,831
32,154,846
33,137,863
34,122,878
35,110,890
36,99,901
37,92,908
38,80,920
39,76,924
40,68,932
41,64,936
42,61,939
43,58,942
44,52,948
45,48,952
46,43,957
47,40,960
48,38,962
49,34,966
50,30,970
51,24,976
52,23,977
53,20,980
54,19,981
55,17,983
56,14,986
57,13,987
58,13,987
59,13,987
60,11,989
61,8,992
62,8,992
63,6,994
64,6,994
65,5,995
66,2,998
67,2,998
68,2,998
69,2,998
70,2,998
71,2,998
72,2,998
73,2,998
74,2,998
75,2,998
76,2,998
77,2,998
78,2,998
79,2,998
80,2,998
81,2,998
82,2,998
83,2,998
84,2,998
85,2,998
86,2,998
87,1,999
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,996,4
1,993,7
2,991,9
3,987,13
4,981,19
5,975,25
6,968,32
7,954,46
8,944,56
9,933,67
10,916,84
11,899,101
12,866,134
13,831,169
14,799,201
15,761,239
16,711,289
17,665,335
18,627,373
19,583,417
20,537,463
21,485,515
22,448,552
23,406,594
24,365,635
25,329,671
26,298,702
27,283,717
28,255,745
29,222,778
30,194,806
31,169,831
32,154,846
33,137,863
34,122,878
35,110,890
36,99,901
37,92,908
38,80,920
39,76,924
40,68,932
41,64,936
42,61,939
43,58,942
44,52,948
45,48,952
46,43,957
47,40,960
48,38,962
49,34,966
50,30,970
51,24,976
52,23,977
53,20,980
54,19,981
55,17,983
56,14,986
57,13,987
58,13,987
59,13,987
60,11,989
61,8,992
62,8,992
63,6,994
64,6,994
65,5,995
66,2,998
67,2,998
68,2,998
69,2,998
70,2,998
71,2,998
72,2,998
73,2,998
74,2,998
75,2,998
76,2,998
77,2,998
78,2,998
79,2,998
80,2,998
81,2,998
82,2,998
83,2,998
84,2,998
85,2,998
86,2,998
87,1,999
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,996,4
1,993,7
2,991,9
3,987,13
4,981,19
5,975,25
6,968,32
7,954,46
8,944,56
9,933,67
10,916,84
11,899,101
12,866,134
13,831,169
14,799,201
15,761,239
16,711,289
17,665,335
18,627,373
19,583,417
20,537,463
21,485,515
22,448,552
23,406,594
24,365,635
25,329,671
26,298,702
27,283,717
28,255,745
29,222,778
30,194,806
31,169,831
32,154,846
33,137,863
34,122,878
35,110,890
36,99,901
37,92,908
38,80,920
39,76,924
40,68,932
41,64,936
42,61,939
43,58,942
44,52,948
45,48,952
46,43,957
47,40,960
48,38,962
49,34,966
50,30,970
51,24,976
52,23,977
53,20,980
54,19,981
55,17,983
56,14,986
57,13,987
58,13,987
59,13,987
60,11,989
61,8,992
62,8,992
63,6,994
64,6,994
65,5,995
66,2,998
67,2,998
68,2,998
69,2,998
70,2,998
71,2,998
72,2,998
73,2,998
74,2,998
75,2,998
76,2,998
77,2,998
78,2,998
79,2,998
80,2,998
81,2,998
82,2,998
83,2,998
84,2,998
85,2,998
86,2,998
87,1,999
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,996,4
1,993,7
2,991,9
3,987,13
4,981,19
5,975,25
6,968,32
7,954,46
8,944,56
9,933,67
10,916,84
11,899,101
12,866,134
13,831,169
14,799,201
15,761,239
16,711,289
17,665,335
18,627,373
19,583,417
20,537,463
21,485,515
22,448,552
23,406,594
24,365,635
25,329,671
26,298,702
27,283,717
28,255,745
29,222,778
30,194,806
31,169,831
32,154,846
33,137,863
34,122,878
35,110,890
36,99,901
37,92,908
38,80,920
39,76,924
40,68,932
41,64,936
42,61,939
43,58,942
44,52,948
45,48,952
46,43,957
47,40,960
48,38,962
49,34,966
50,30,970
51,24,976
52,23,977
53,20,980
54,19,981
55,17,983
56,14,986
57,13,987
58,13,987
59,13,987
60,11,989
61,8,992
62,8,992
63,6,994
64,6,994
65,5,995
66,2,998
67,2,998
68,2,998
69,2,998
70,2,998
71,2,998
72,2,998
73,2,998
74,2,998
75,2,998
76,2,998
77,2,998
78,2,998
79,2,998
80,2,998
81,2,998
82,2,998
83,2,998
84,2,998
85,2,998
86,2,998
87,1,999
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,996,4
1,993,7
2,991,9
3,987,13
4,981,19
5,975,25
6,968,32
7,954,46
8,944,56
9,933,67
10,916,84
11,899,101
12,866,134
13,831,169
14,799,201
15,761,239
16,711,289
17,665,335
18,627,373
19,583,417
20,537,463
21,485,515
22,448,552
23,406,594
24,365,635
25,329,671
26,298,702
27,283,717
28,255,745
29,222,778
30,194,806
31,169,831
32,154,846
33,137,863
34,122,878
35,110,890
36,99,901
37,92,908
38,80,920
39,76,924
40,68,932
41,64,936
42,61,939
43,58,942
44,52,948
45,48,952
46,43,957
47,40,960
48,38,962
49,34,966
50,30,970
51,24,976
52,23,977
53,20,980
54,19,981
55,17,983
56,14,986
57,13,987
58,13,987
59,13,987
60,11,989
61,8,992
62,8,992
63,6,994
64,6,994
65,5,995
66,2,998
67,2,998
68,2,998
69,2,998
70,2,998
71,2,998
72,2,998
73,2,998
74,2,998
75,2,998
76,2,998
77,2,998
78,2,998
79,2,998
80,2,998
81,2,998
82,2,998
83,2,998
84,2,998
85,2,998
86,2,998
87,1,999
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,998,2
1,992,8
2,988,12
3,980,20
4,970,30
5,959,41
6,938,62
7,907,93
8,885,115
9,856,144
10,817,183
11,774,226
12,731,269
13,696,304
14,642,358
15,601,399
16,551,449
17,505,495
18,467,533
19,421,579
20,386,614
21,348,652
22,319,681
23,286,714
24,259,741
25,231,769
26,207,793
27,190,810
28,169,831
29,151,849
30,133,867
31,117,883
32,102,898
33,90,910
34,81,919
35,70,930
36,60,940
37,54,946
38,52,948
39,46,954
40,44,956
41,38,962
42,32,968
43,27,973
44,24,976
45,20,980
46,19,981
47,18,982
48,16,984
49,12,988
50,9,991
51,8,992
52,6,994
53,6,994
54,6,994
55,6,994
56,5,995
57,4,996
58,3,997
59,2,998
60,1,999
61,1,999
62,1,999
63,1,999
64,1,999
65,1,999
66,1,999
67,1,999
68,1,999
69,0,1000
70,0,1000
71,0,1000
72,0,1000
73,0,1000
74,0,1000
75,0,1000
76,0,1000
77,0,1000
78,0,1000
79,0,1000
80,0,1000
81,0,1000
82,0,1000
83,0,1000
84,0,1000
85,0,1000
86,0,1000
87,0,1000
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,998,2
1,992,8
2,988,12
3,980,20
4,970,30
5,959,41
6,938,62
7,907,93
8,885,115
9,856,144
10,817,183
11,774,226
12,731,269
13,696,304
14,642,358
15,601,399
16,551,449
17,505,495
18,467,533
19,421,579
20,386,614
21,348,652
22,319,681
23,286,714
24,259,741
25,231,769
26,207,793
27,190,810
28,169,831
29,151,849
30,133,867
31,117,883
32,102,898
33,90,910
34,81,919
35,70,930
36,60,940
37,54,946
38,52,948
39,46,954
40,44,956
41,38,962
42,32,968
43,27,973
44,24,976
45,20,980
46,19,981
47,18,982
48,16,984
49,12,988
50,9,991
51,8,992
52,6,994
53,6,994
54,6,994
55,6,994
56,5,995
57,4,996
58,3,997
59,2,998
60,1,999
61,1,999
62,1,999
63,1,999
64,1,999
65,1,999
66,1,999
67,1,999
68,1,999
69,0,1000
70,0,1000
71,0,1000
72,0,1000
73,0,1000
74,0,1000
75,0,1000
76,0,1000
77,0,1000
78,0,1000
79,0,1000
80,0,1000
81,0,1000
82,0,1000
83,0,1000
84,0,1000
85,0,1000
86,0,1000
87,0,1000
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,998,2
1,992,8
2,988,12
3,980,20
4,970,30
5,959,41
6,938,62
7,907,93
8,885,115
9,856,144
10,817,183
11,774,226
12,731,269
13,696,304
14,642,358
15,601,399
16,551,449
17,505,495
18,467,533
19,421,579
20,386,614
21,348,652
22,319,681
23,286,714
24,259,741
25,231,769
26,207,793
27,190,810
28,169,831
29,151,849
30,133,867
31,117,883
32,102,898
33,90,910
34,81,919
35,70,930
36,60,940
37,54,946
38,52,948
39,46,954
40,44,956
41,38,962
42,32,968
43,27,973
44,24,976
45,20,980
46,19,981
47,18,982
48,16,984
49,12,988
50,9,991
51,8,992
52,6,994
53,6,994
54,6,994
55,6,994
56,5,995
57,4,996
58,3,997
59,2,998
60,1,999
61,1,999
62,1,999
63,1,999
64,1,999
65,1,999
66,1,999
67,1,999
68,1,999
69,0,1000
70,0,1000
71,0,1000
72,0,1000
73,0,1000
74,0,1000
75,0,1000
76,0,1000
77,0,1000
78,0,1000
79,0,1000
80,0,1000
81,0,1000
82,0,1000
83,0,1000
84,0,1000
85,0,1000
86,0,1000
87,0,1000
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,998,2
1,992,8
2,988,12
3,980,20
4,970,30
5,959,41
6,938,62
7,907,93
8,885,115
9,856,144
10,817,183
11,774,226
12,731,269
13,696,304
14,642,358
15,601,399
16,551,449
17,505,495
18,467,533
19,421,579
20,386,614
21,348,652
22,319,681
23,286,714
24,259,741
25,231,769
26,207,793
27,190,810
28,169,831
29,151,849
30,133,867
31,117,883
32,102,898
33,90,910
34,81,919
35,70,930
36,60,940
37,54,946
38,52,948
39,46,954
40,44,956
41,38,962
42,32,968
43,27,973
44,24,976
45,20,980
46,19,981
47,18,982
48,16,984
49,12,988
50,9,991
51,8,992
52,6,994
53,6,994
54,6,994
55,6,994
56,5,995
57,4,996
58,3,997
59,2,998
60,1,999
61,1,999
62,1,999
63,1,999
64,1,999
65,1,999
66,1,999
67,1,999
68,1,999
69,0,1000
70,0,1000
71,0,1000
72,0,1000
73,0,1000
74,0,1000
75,0,1000
76,0,1000
77,0,1000
78,0,1000
79,0,1000
80,0,1000
81,0,1000
82,0,1000
83,0,1000
84,0,1000
85,0,1000
86,0,1000
87,0,1000
88,0,1000
89,0,1000
90,0,1000
91,0,1000
92,0,1000
93,0,1000
94,0,1000
95,0,1000
96,0,1000
97,0,1000
98,0,1000
99,0,1000
0,998,2
1,992,8
2,988,12
3,980,20
4,970,30
5,959,41
6,938,62
7,907,93
8,885,115
9,856,144
