0,999,1,0
1,999,1,0
2,999,1,0
3,999,1,0
4,999,1,0
5,999,1,0
6,999,1,0
7,999,1,0
8,999,1,0
9,999,1,0
10,998,2,0
11,998,2,0
12,998,2,0
13,997,3,0
14,995,5,0
15,994,6,0
16,992,8,0
17,990,10,0
18,986,14,0
19,979,21,0
20,973,27,0
21,958,41,1
22,940,59,1
23,920,79,1
24,884,115,1
25,834,164,2
26,789,209,2
27,720,276,4
28,628,362,10
29,539,445,16
30,467,506,27
31,372,590,38
32,285,652,63
33,215,693,92
34,153,726,121
35,113,726,161
36,87,700,213
37,65,678,257
38,47,659,294
39,40,627,333
40,29,588,383
41,23,555,422
42,20,521,459
43,13,493,494
44,11,455,534
45,11,421,568
46,11,384,605
47,10,353,637
48,9,330,661
49,8,304,688
50,5,284,711
51,3,260,737
52,3,233,764
53,2,213,785
54,2,196,802
55,2,183,815
56,2,166,832
57,2,154,844
58,2,140,858
59,2,132,866
60,2,128,870
61,2,112,886
62,1,99,900
63,1,94,905
64,1,85,914
65,1,76,923
66,1,73,926
67,1,66,933
68,1,56,943
69,1,48,951
70,1,43,956
71,1,37,962
72,1,34,965
73,1,32,967
74,0,31,969
75,0,30,970
76,0,26,974
77,0,21,979
78,0,21,979
79,0,17,983
80,0,17,983
81,0,16,984
82,0,13,987
83,0,11,989
84,0,11,989
85,0,9,991
86,0,6,994
87,0,5,995
88,0,5,995
89,0,3,997
90,0,3,997
91,0,3,997
92,0,3,997
93,0,3,997
94,0,3,997
95,0,3,997
96,0,2,998
97,0,2,998
98,0,2,998
99,0,2,998
0,999,1,0
1,999,1,0
2,999,1,0
3,999,1,0
4,999,1,0
5,999,1,0
6,999,1,0
7,999,1,0
8,999,1,0
9,999,1,0
10,998,2,0
11,998,2,0
12,998,2,0
13,997,3,0
14,995,5,0
15,994,6,0
16,992,8,0
17,990,10,0
18,986,14,0
19,979,21,0
20,973,27,0
21,958,41,1
22,940,59,1
23,920,79,1
24,884,115,1
25,834,164,2
26,789,209,2
27,720,276,4
28,628,362,10
29,539,445,16
30,467,506,27
31,372,590,38
32,285,652,63
33,215,693,92
34,153,726,121
35,113,726,161
36,87,700,213
37,65,678,257
38,47,659,294
39,40,627,333
40,29,588,383
41,23,555,422
42,20,521,459
43,13,493,494
44,11,455,534
45,11,421,568
46,11,384,605
47,10,353,637
48,9,330,661
49,8,304,688
50,5,284,711
51,3,260,737
52,3,233,764
53,2,213,785
54,2,196,802
55,2,183,815
56,2,166,832
57,2,154,844
58,2,140,858
59,2,132,866
60,2,128,870
61,2,112,886
62,1,99,900
63,1,94,905
64,1,85,914
65,1,76,923
66,1,73,926
67,1,66,933
68,1,56,943
69,1,48,951
70,1,43,956
71,1,37,962
72,1,34,965
73,1,32,967
74,0,31,969
75,0,30,970
76,0,26,974
77,0,21,979
78,0,21,979
79,0,17,983
80,0,17,983
81,0,16,984
82,0,13,987
83,0,11,989
84,0,11,989
85,0,9,991
86,0,6,994
87,0,5,995
88,0,5,995
89,0,3,997
90,0,3,997
91,0,3,997
92,0,3,997
93,0,3,997
94,0,3,997
95,0,3,997
96,0,2,998
97,0,2,998
98,0,2,998
99,0,2,998
0,999,1,0
1,999,1,0
2,999,1,0
3,999,1,0
4,999,1,0
5,999,1,0
6,999,1,0
7,999,1,0
8,999,1,0
9,999,1,0
10,998,2,0
11,998,2,0
12,998,2,0
13,997,3,0
14,995,5,0
15,994,6,0
16,992,8,0
17,990,10,0
18,986,14,0
19,979,21,0
20,973,27,0
21,958,41,1
22,940,59,1
23,920,79,1
24,884,115,1
25,834,164,2
26,789,209,2
27,720,276,4
28,628,362,10
29,539,445,16
30,467,506,27
31,372,590,38
32,285,652,63
33,215,693,92
34,153,726,121
35,113,726,161
36,87,700,213
37,65,678,257
38,47,659,294
39,40,627,333
40,29,588,383
41,23,555,422
42,20,521,459
43,13,493,494
44,11,455,534
45,11,421,568
46,11,384,605
47,10,353,637
48,9,330,661
49,8,304,688
50,5,284,711
51,3,260,737
52,3,233,764
53,2,213,785
